ogc_fid,objectid,effective,year_effec,status,ulurpno,lucats,project_na,shape_leng,shape_area,ULURP_num,Name,Borough,Zoning Map,layer,path
269,840,2003/04/30 00:00:00.000,"2003",Adopted,030194azmk,030194a,PARK SLOPE REZONING,25998.785497853299603,21403669.879539232701063,"030194",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
270,841,2003/06/24 00:00:00.000,"2003",Adopted,030234azmm,030234a,EAST HARLEM REZONING,27148.624316977278795,9233907.826570015400648,"030234",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
271,842,2003/08/19 00:00:00.000,"2003",Adopted,030149zmr,"030149",NORTHERN GREAT KILLS,7519.431983860949913,1465300.460376882692799,"030149",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
272,843,2009/07/29 00:00:00.000,"2009",Adopted,090272zmk,"090272",CONEY ISLAND COMPREHENSIVE PLAN,10220.997424226621661,3944646.891600882634521,"090272",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
273,844,2003/08/19 00:00:00.000,"2003",Adopted,020263zmk,"020263",BRIDGE PLAZA REZONING,4614.806461604062861,925494.397092655883171,"020263",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
274,845,2008/09/24 00:00:00.000,"2008",Adopted,080457zmq,"080457",WALDHEIM REZONING,14270.646634726363118,7552925.074801204726100,"080457",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
275,846,2008/11/13 00:00:00.000,"2008",Adopted,080362zmq,"080362",HUNTERS POINT SO,6669.034143036975365,1634933.679547223728150,"080362",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
276,847,2009/09/30 00:00:00.000,"2009",Adopted,090444zmk,"090444",NAVY GREEN,1661.985324032458266,153550.888855891564162,"090444",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
277,848,2007/07/25 00:00:00.000,"2007",Adopted,070430zmk,"070430",FORT GREENE/CLINTON HILL,25112.699695247487398,17437595.569634161889553,"070430",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
278,849,2007/07/25 00:00:00.000,"2007",Adopted,070387zmk,"070387",DYKER HEIGHTS/FT HAMILTON REZONING,30217.504281846249796,29706748.318014241755009,"070387",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
279,850,2005/12/21 00:00:00.000,"2005",Adopted,060061zmr,"060061",CASTLETON REZONING,3270.011925137477647,549939.663132737157866,"060061",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
280,851,2006/02/15 00:00:00.000,"2006",Adopted,060109zmx,"060109",BRUSH AVE REZONING,2584.332582113354874,305614.604405808320735,"060109",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
281,852,2005/07/27 00:00:00.000,"2005",Adopted,050289zmx,"050289",PELHAM GARDENS,56552.498606509798265,21397535.917066406458616,"050289",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
282,853,2006/03/22 00:00:00.000,"2006",Adopted,060179zmx,"060179",PELHAM BAY REZONING,23441.271184096061916,4301453.338464118540287,"060179",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
283,854,2004/09/28 00:00:00.000,"2004",Adopted,040515zmx,"040515",CENTRAL RIVERDALE/SPUYTEN DUYVIL,16990.221276034353650,5607943.122266629710793,"040515",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
284,855,2005/04/12 00:00:00.000,"2005",Adopted,050194zmq,"050194",SPRINGFIELD GARDENS REZONING,14355.342059974593212,9710718.168336177244782,"050194",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
285,856,2006/04/05 00:00:00.000,"2006",Adopted,060235zmq,"060235",UNION-UTOPIA REZONING,22978.436345442994934,15294499.191800730302930,"060235",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
286,857,2007/05/09 00:00:00.000,"2007",Adopted,070264zmx,"070264",PARK STRATTON,5755.689082175810654,1310291.860925128916278,"070264",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
287,858,2007/05/09 00:00:00.000,"2007",Adopted,070265zmx,"070265",CLASON PT/HARDING PK,28353.016283066739561,10300157.291252613067627,"070265",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
288,859,2008/08/14 00:00:00.000,"2008",Adopted,080371zmq,"080371",ROCKAWAY NEIGHBORHOODS,114962.763950601787656,49007644.795558929443359,"080371",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
289,860,2009/03/24 00:00:00.000,"2009",Adopted,090104zmq,"090104",SPECIAL FOREST HILLS DIST,7837.350499635310371,1631399.832837585359812,"090104",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
290,862,2008/11/13 00:00:00.000,"2008",Adopted,080381zmq,"080381",WILLETS PT DEV PLAN,6973.392225791137207,2899578.314268870744854,"080381",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
291,863,2010/10/27 00:00:00.000,"2010",Adopted,100345zmk,"100345",CULVER EL,4717.389142253902719,1055747.481824889313430,"100345",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
292,864,2006/10/25 00:00:00.000,"2006",Adopted,060471zmr,"060471",NEW STAPLETON WATERFRONT DEV,13545.782743099714935,9884810.261664358898997,"060471",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
293,865,2011/04/06 00:00:00.000,"2011",Adopted,110097zmm,"110097",1951 PARK AVENUE,1602.440947740716865,130720.304841214790940,"110097",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
294,866,2011/03/23 00:00:00.000,"2011",Adopted,110115zmx,"110115",COURTLANDT CRESCENT,1159.770365522655311,78924.393670090401429,"110115",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
295,867,2011/04/29 00:00:00.000,"2011",Adopted,110118zmk,"110118",20-30 CARROLL STREET REZONING,745.952803895318311,32156.123106746181293,"110118",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
296,868,2011/04/29 00:00:00.000,"2011",Adopted,090225zmk,"090225",CARROLL STREET REZONING,717.641286427510067,31298.761502648470923,"090225",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
297,869,2011/04/06 00:00:00.000,"2011",Adopted,110125zmm,"110125",CLINTON COMMONS,702.995357001546381,30695.016172574949451,"110125",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
298,870,2011/06/14 00:00:00.000,"2011",Adopted,110166zmq,"110166",HANAC,578.164283778009576,17735.386422654482885,"110166",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
299,871,2011/09/21 00:00:00.000,"2011",Adopted,100063zmm,"100063",WEST 28TH STREET,2238.081616424942240,311460.449886449147016,"100063",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
300,872,2011/09/21 00:00:00.000,"2011",Adopted,110252zmk,"110252",BOREUM HILL,14583.012156933355072,3998203.419685397297144,"110252",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
301,873,2012/10/11 00:00:00.000,"2012",Adopted,120294zmk,"120294",BEDFORD-STUYVESANT NORTH,45023.360007826580841,25150987.226398620754480,"120294",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
302,874,2009/03/11 00:00:00.000,"2009",Adopted,090197zmk,"090197",EAST WINDSOR TERRACE REZONING,2744.530122567645321,290311.918409117206465,"090197",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
303,875,2004/08/12 00:00:00.000,"2004",Adopted,040273zmq,"040273",HUNTERS POINT SUBDISTRICT REZONING,18989.043494558427483,4672991.676231591962278,"040273",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
304,876,2009/03/24 00:00:00.000,"2009",Adopted,090112zmq,"090112",NORTH CORONA REZONING,46356.690088039089460,11013454.001271145418286,"090112",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
305,877,2007/02/28 00:00:00.000,"2007",Adopted,070119zmq,"070119",QUEENSBORO HILL REZONING,47600.267460926283093,12042980.497739721089602,"070119",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
306,878,2011/05/11 00:00:00.000,"2011",Adopted,110145zmq,"110145",SOUTH JAMAICA,116747.831868869936443,75097144.822244450449944,"110145",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
307,879,2007/07/25 00:00:00.000,"2007",Adopted,070409zmx,"070409",WAKEFIELD/EASTCHESTER REZONING,66191.275787663602387,18110600.073964986950159,"070409",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
308,880,2011/06/29 00:00:00.000,"2011",Adopted,090347zmq,"090347",164TH ST REZONING,701.847029672560438,30618.328241320072266,"090347",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
309,881,2012/12/10 00:00:00.000,"2012",Adopted,100218zmk,"100218",MCGUINNESS BOULEVARD REZONING,1520.338077952897947,92555.339978730989969,"100218",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
310,882,2011/04/06 00:00:00.000,"2011",Adopted,900604azmx,900604a,SEA BREEZE ESTATES,1448.562747994700430,129655.174310986039927,"900604",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
311,883,2011/04/06 00:00:00.000,"2011",Adopted,100232zmk,"100232",KINGSWOOD RETAIL & OFFICE CENTER,615.128806580581909,12341.815090489042632,"100232",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
312,884,2011/10/05 00:00:00.000,"2011",Adopted,100310zmx,"100310",CROTONA PARK E/W FARM,12417.270704494205347,1603475.141220493707806,"100310",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
313,885,2011/08/17 00:00:00.000,"2011",Adopted,110243zmm,"110243",WEST 116TH/117TH STREET REZONING,1577.209559430702029,142839.784987981722225,"110243",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
314,886,2011/11/29 00:00:00.000,"2011",Adopted,110386zmk,"110386",SPECIAL 4TH AVE. ENHANCED COMM DIST,21057.908940458353754,2337117.870025697629899,"110386",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
315,887,2011/11/29 00:00:00.000,"2011",Adopted,110382zmk,"110382",ADMIRALS ROW PLAZA,2500.701806674253930,353173.594852889480535,"110382",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
316,888,2013/03/13 00:00:00.000,"2013",Adopted,070352zmq,"070352",AVERY & FOWLER AVES REZONING,2380.265468814076939,218008.409062691440340,"070352",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
317,889,2012/03/28 00:00:00.000,"2012",Adopted,120033zmm,"120033",RUDIN WEST VILLAGE PROJECT,1580.885240596851190,133884.717047481070040,"120033",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
318,890,2012/09/12 00:00:00.000,"2012",Adopted,110218zmr,"110218",VETERANS ROAD WEST,1857.793340605551066,190246.473810834606411,"110218",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
319,891,2012/05/15 00:00:00.000,"2012",Adopted,090466zmq,"090466",119-03 SPRINGFIELD BLVD,865.085721051314636,47248.643640150352439,"090466",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
320,892,2012/06/28 00:00:00.000,"2012",Adopted,120145zmm,"120145",SPECIAL ENHANCED COMMERICAL DIST.,48989.127921694860561,6848040.568271853029728,"120145",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
321,893,2012/09/12 00:00:00.000,"2012",Adopted,100041zmk,"100041",59 WALTON STREET REZONING,2839.108332667279683,395676.629502240277361,"100041",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
322,894,2012/07/25 00:00:00.000,"2012",Adopted,120122zmm,"120122","NYU CORE, MERCER ST., BLEECKER ST.",3500.602393363444207,748337.352776615181938,"120122",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
323,895,2012/11/13 00:00:00.000,"2012",Adopted,120143zmm,"120143",CHELSEA MARKET EXPANSION,2323.021655831887074,237540.794957208912820,"120143",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
324,896,2013/06/12 00:00:00.000,"2013",Adopted,110398zmq,"110398",28TH AVENUE REZONING,1004.924615910094644,63041.568233734156820,"110398",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
325,897,2012/05/31 00:00:00.000,"2012",Adopted,120165zmx,"120165",CROSSROADS PLAZA,1462.433048612730772,104990.609924322838197,"120165",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
326,898,2012/09/24 00:00:00.000,"2012",Adopted,120173zmx,"120173",SOUNDVIEW PARTNERS APARTMENTS,3096.885098574236508,618647.674793974030763,"120173",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
327,899,2012/09/12 00:00:00.000,"2012",Adopted,110390zmk,"110390",WALLABOUT STREET,1301.124810414198237,102854.994903978964430,"110390",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
328,900,2012/10/11 00:00:00.000,"2012",Adopted,120226zmm,"120226",SEWARD PARK MIXED-USE DEVELOPMENT PROJECT,2839.030912843383703,316895.346755235863384,"120226",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
329,901,2013/03/20 00:00:00.000,"2013",Adopted,120380zmm,"120380",HUDSON SQUARE SPECIAL DISTRICT,7027.049318469003083,2192924.489425907377154,"120380",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
330,902,2013/02/06 00:00:00.000,"2013",Adopted,120396zmm,"120396",durst w 57th street,1380.028371874521326,74406.785371706006117,"120396",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
331,903,2013/02/27 00:00:00.000,"2013",Adopted,090154zmk,"090154",MAPLE LANE VIEWS,1729.438999724009136,114294.808067818012205,"090154",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
332,904,2013/09/24 00:00:00.000,"2013",Adopted,130213zmk,"130213",CROWN HEIGHTS WEST REZONING,14296.220672671959619,9882134.513736469671130,"130213",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
333,905,2013/05/22 00:00:00.000,"2013",Adopted,130064zmx,"130064",580 GERARD AVENUE REZONING,1006.542782647423792,45377.430742860356986,"130064",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
334,906,2013/05/08 00:00:00.000,"2013",Adopted,130076zmm,"130076",CORNELL UNIVERSITY,5156.432524270972863,1466068.599677008111030,"130076",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
335,907,2013/04/09 00:00:00.000,"2013",Adopted,130100zmm,"130100",PIER 57 REDEVELOPMENT PROJECT,2572.858521949932765,351295.561828272184357,"130100",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
336,908,2013/06/17 00:00:00.000,"2013",Adopted,130116zmk,"130116",DOWNTOWN BKLYN DEVELOPMENT,1724.216209057612559,128431.309694300041883,"130116",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
337,909,2013/07/24 00:00:00.000,"2013",Adopted,110178zmq,"110178",23RD STREET REZONING,503.643244802819595,15792.086268375111104,"110178",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
338,910,2013/10/09 00:00:00.000,"2013",Adopted,090484zmq,"090484",Hallets Point Rezoning,5429.797669954105004,1062074.603802257217467,"090484",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
339,911,2013/07/24 00:00:00.000,"2013",Adopted,130190zmm,"130190",SPECIAL GOVERNORS ISLAND DISTRICT,9233.984672438393318,6066987.337446559220552,"130190",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
340,912,2013/07/24 00:00:00.000,"2013",Adopted,130161zmk,"130161",PITKIN AVENUE REZONING,898.624624807349619,49232.780477298394544,"130161",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
341,913,2013/10/09 00:00:00.000,"2013",Adopted,130214zmm,"130214",MSK CUNY,1266.647859193938530,97836.926627048364026,"130214",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
342,914,2013/09/12 00:00:00.000,"2013",Adopted,130120zmy,"130120",RIVER PLAZA REZONING,3528.885636216332387,607792.880494922748767,"130120",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
343,915,2013/10/30 00:00:00.000,"2013",Adopted,130235zmm,"130235",adAPT NYC,619.214831695331895,23110.003851819132251,"130235",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
344,916,2013/10/09 00:00:00.000,"2013",Adopted,130306zmk,"130306",BROOKLYN COLLEGE CAMPUS ROAD,1159.059938309672361,73044.366594011255074,"130306",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
345,917,2013/11/14 00:00:00.000,"2013",Adopted,130271zmm,"130271",HARLEM DOWLING,877.867502822405413,45986.225775220336800,"130271",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
346,918,2013/10/30 00:00:00.000,"2013",Adopted,130344zmq,"130344",EAST ELMHURST REZONING,52567.227127393736737,18393676.791760157793760,"130344",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
347,919,2013/10/09 00:00:00.000,"2013",Adopted,130273zmx,"130273",EAST FORDHAM ROAD,8485.919525916993734,1227231.327238765312359,"130273",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
348,920,2014/06/26 00:00:00.000,"2014",Adopted,130208zmm,"130208",West 106th Street Rezoning,1877.835249327859401,168715.463593416963704,"130208",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
349,921,2013/10/30 00:00:00.000,"2013",Adopted,130374zmk,"130374",LIVONIA COMMONS,4997.591825379421607,447375.656426886911504,"130374",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
350,922,2013/12/10 00:00:00.000,"2013",Adopted,140033zmx,"140033",Kingsbridge National Ice Center,2521.371254404981300,418814.498989822808653,"140033",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
351,923,2013/12/10 00:00:00.000,"2013",Adopted,140001zmm,"140001",Fulton Houses,317.532459074789642,4504.596015235109007,"140001",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
352,924,2013/12/19 00:00:00.000,"2013",Adopted,140065zmk,"140065",SEASIDE PARK AND COMMUNITY ARTS CENTER,1148.792410950381736,80114.837795299681602,"140065",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
353,925,2014/04/29 00:00:00.000,"2014",Adopted,110106zmr,"110106",1582 RICHMOND AVE,1596.893661364512354,95086.331704005773645,"110106",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
354,926,2014/05/14 00:00:00.000,"2014",Adopted,130336zmm,"130336",TF Cornerstone-606 WEST 57TH STREET,1769.467922961242266,148303.101790069165872,"130336",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
355,927,2014/06/26 00:00:00.000,"2014",Adopted,140070zmm,"140070",WEST 117 STREET REZONING,1464.362780257191389,117521.112808689533267,"140070",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
356,928,2014/06/26 00:00:00.000,"2014",Adopted,100202zmk,"100202",EMPIRE BOULEVARD REZONING,1743.213276163605315,164919.525693641771795,"100202",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
357,929,2014/08/21 00:00:00.000,"2014",Adopted,140111zmq,"140111",18-70 WOODWARD AVENUE REZONING,2410.340355057716806,249789.219517611840274,"140111",,,,upzonings2002_14,/Users/alex/Documents/CUNY/Research/Gentrification/Data/Gentrification Index R code and dependent files/Mapping and R/Upzonings/nyzma2002_14.shp
